no,region,house_type,structure,upper_ins_type,lower_ins_type,upper_u,wall_u,lower_u,base_psi_outside,base_psi_inside,window_u,window_attachment_u,window_eta,window_attachement_eta
鳥-125,6,戸建,木造,天井断熱,床断熱,0.45,0.78,0.55,0.53,0.76,4.65,3.59,0.63,0.3
鳥-169,6,戸建,木造,天井断熱,床断熱,0.33,0.43,0.67,0.53,0.76,2.33,1.99,0.32,0.21
鳥-216,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.67,0.53,0.76,4.65,3.59,0.63,0.3
鳥-332,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.67,0.53,0.76,4.65,3.59,0.63,0.3
鳥-373,6,戸建,木造,屋根断熱,床断熱,0.35,0.55,0.77,0.53,0.76,4.07,3.21,0.63,0.3
鳥-470,6,戸建,木造,屋根断熱,床断熱,0.35,0.55,0.77,0.53,0.76,4.07,3.21,0.63,0.3
鳥-513,6,戸建,木造,屋根断熱,床断熱,0.35,0.55,0.77,0.53,0.76,4.07,3.21,0.63,0.3
鳥-351,6,戸建,木造,天井断熱,床断熱,0.41,0.49,0.64,0.53,0.76,6.51,4.75,0.7,0.3
鳥-184,6,戸建,木造,屋根断熱,床断熱,0.28,0.52,0.43,0.53,0.76,3.49,2.82,0.32,0.21
鳥-417,6,戸建,木造,屋根断熱,床断熱,0.28,0.52,0.43,0.53,0.76,3.49,2.82,0.32,0.21
鳥-487,6,戸建,木造,屋根断熱,床断熱,0.28,0.52,0.43,0.53,0.76,3.49,2.82,0.32,0.21
鳥-214,6,戸建,木造,天井断熱,床断熱,0.23,0.42,0.46,0.53,0.76,2.33,1.99,0.32,0.21
鳥-380,6,戸建,木造,桁上・桁間,床断熱,0.25,0.5,0.49,0.53,0.76,3.49,2.82,0.51,0.3
鳥-072,6,戸建,木造,屋根断熱,床断熱,0.8,1.05,0.93,0.53,0.76,4.65,3.59,0.63,0.3
鳥-517,6,戸建,木造,天井断熱,床断熱,0.41,0.45,0.77,0.53,0.76,4.65,3.59,0.63,0.3
鳥-105,6,戸建,木造,天井断熱,床断熱,0.14,0.48,0.46,0.53,0.76,2.33,1.99,0.21,0.21
鳥-035,6,戸建,木造,屋根断熱,床断熱,0.42,0.55,0.45,0.53,0.76,2.33,1.99,0.32,0.21
徳-251,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-266,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-279,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-284,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-296,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-297,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-313,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-325,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-338,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-339,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-344,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-352,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-381,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-391,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-394,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-415,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-429,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-476,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-511,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-513,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-517,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-519,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-535,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-552,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-571,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-629,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-635,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-648,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-680,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-698,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-703,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-721,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-769,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-770,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-771,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-772,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-821,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-848,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-851,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-852,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-866,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-868,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-870,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-873,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-890,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-920,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-927,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-939,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-944,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-956,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-985,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-986,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-988,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-991,6,戸建,木造,屋根断熱,床断熱,0.44,0.5,0.52,0.53,0.76,2.33,1.99,0.51,0.3
徳-024,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.92,0.53,0.76,4.07,3.21,0.63,0.3
徳-039,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.67,0.53,0.76,4.07,3.21,0.63,0.3
徳-045,6,戸建,木造,屋根断熱,床断熱,0.31,0.58,0.67,0.53,0.76,4.07,3.21,0.63,0.3
徳-054,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.94,0.53,0.76,4.07,3.21,0.63,0.3
徳-058,6,戸建,木造,天井断熱,基礎断熱,0.15,0.44,-,0.57,0.57,4.07,3.21,0.63,0.3
徳-113,6,戸建,木造,屋根断熱,基礎断熱,0.29,0.58,-,0.56,0.56,4.07,3.21,0.63,0.3
徳-155,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-156,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-157,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-158,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-159,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-160,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-161,6,戸建,木造,屋根断熱,床断熱,1.16,0.5,0.84,0.53,0.76,4.07,3.21,0.63,0.3
徳-298,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.72,0.53,0.76,4.07,3.21,0.63,0.3
徳-559,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.92,0.53,0.76,4.07,3.21,0.63,0.3
徳-560,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.92,0.53,0.76,4.07,3.21,0.63,0.3
徳-612,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.92,0.53,0.76,4.07,3.21,0.63,0.3
徳-613,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.72,0.53,0.76,4.07,3.21,0.63,0.3
徳-700,6,戸建,木造,屋根断熱,基礎断熱,0.54,0.58,-,0.47,0.47,4.07,3.21,0.63,0.3
徳-747,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.92,0.53,0.76,4.07,3.21,0.63,0.3
徳-825,6,戸建,木造,屋根断熱,基礎断熱,0.54,0.58,-,0.45,0.45,4.07,3.21,0.63,0.3
徳-842,6,戸建,木造,天井断熱,床断熱,0.45,0.54,1.05,0.53,0.76,4.07,3.21,0.63,0.3
徳-871,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.94,0.53,0.76,4.07,3.21,0.63,0.3
徳-884,6,戸建,木造,天井断熱,床断熱,0.19,0.44,0.39,0.53,0.76,4.07,3.21,0.63,0.3
徳-984,6,戸建,木造,屋根断熱,床断熱,0.45,0.58,0.58,0.53,0.76,4.07,3.21,0.63,0.3
徳-030,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-031,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-032,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-033,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-034,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-094,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-095,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-096,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-097,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-098,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-099,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-119,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-120,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-121,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-122,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-123,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-124,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-125,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-126,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-127,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-252,6,戸建,木造,屋根断熱,基礎断熱,0.29,0.58,-,0.58,0.58,3.49,2.82,0.32,0.32
徳-316,6,戸建,木造,屋根断熱,基礎断熱,0.29,0.58,-,0.58,0.58,3.49,2.82,0.4,0.4
徳-359,6,戸建,木造,天井断熱,床断熱,0.27,0.56,0.47,0.53,0.76,3.49,2.82,0.4,0.4
徳-363,6,戸建,木造,天井断熱,基礎断熱,0.23,0.51,-,0.58,0.58,3.49,2.82,0.32,0.32
徳-410,6,戸建,木造,天井断熱,基礎断熱,0.23,0.42,-,0.58,0.58,3.49,2.82,0.4,0.4
徳-651,6,戸建,木造,屋根断熱,基礎断熱,0.29,0.58,-,0.58,0.58,2.33,1.99,0.4,0.4
徳-689,6,戸建,木造,天井断熱,床断熱,0.23,0.42,0.45,0.53,0.76,2.33,1.99,0.32,0.32
徳-712,6,戸建,木造,天井断熱,基礎断熱,0.23,0.42,-,0.58,0.58,2.33,1.99,0.32,0.32
徳-787,6,戸建,木造,天井断熱,床断熱,0.23,0.42,0.45,0.53,0.76,2.33,1.99,0.4,0.4
徳-908,6,戸建,木造,天井断熱,基礎断熱,0.23,0.42,-,0.58,0.58,2.33,1.99,0.32,0.32
徳-968,6,戸建,木造,天井断熱,床断熱,0.27,0.47,0.47,0.53,0.76,3.49,2.82,0.4,0.4
徳-261,6,戸建,木造,天井断熱,床断熱,0.38,0.48,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-268,6,戸建,木造,天井断熱,床断熱,0.38,0.48,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-393,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-582,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-642,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-646,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-663,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-701,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-715,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-748,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-774,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-883,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-900,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-931,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-953,6,戸建,木造,天井断熱,床断熱,0.33,0.55,0.46,0.53,0.76,3.49,2.82,0.32,0.21
徳-250,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-299,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-436,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-437,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-468,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-470,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-607,6,戸建,木造,天井断熱,床断熱,0.35,0.47,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-622,6,戸建,木造,天井断熱,床断熱,0.23,0.52,0.64,0.53,0.76,3.49,2.82,0.63,0.63
徳-654,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,2.33,1.99,0.51,0.51
徳-655,6,戸建,木造,天井断熱,床断熱,0.23,0.52,0.64,0.53,0.76,2.33,1.99,0.51,0.51
徳-751,6,戸建,木造,天井断熱,床断熱,0.23,0.52,0.64,0.53,0.76,3.49,2.82,0.51,0.51
徳-765,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.64,0.53,0.76,4.07,3.21,0.63,0.63
徳-456,6,戸建,木造,屋根断熱,基礎断熱,0.29,0.29,-,0.62,0.62,2.33,1.99,0.29,0.29
徳-479,6,戸建,木造,天井断熱,床断熱,0.35,0.39,2.22,0.53,0.76,6.51,4.75,0.7,0.3
徳-525,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,4.07,3.21,0.4,0.4
徳-766,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,4.07,3.21,0.4,0.4
徳-782,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,4.07,3.21,0.4,0.4
徳-512,6,戸建,木造,屋根断熱,基礎断熱,0.22,0.38,-,0.5,0.5,2.33,1.99,0.62,0.62
徳-055,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-189,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-520,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-544,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-588,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-652,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.04,0.53,0.76,4.07,3.21,0.63,0.3
徳-553,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-610,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-625,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-662,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-735,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-755,6,戸建,木造,天井断熱,床断熱,0.94,0.56,0.9,0.53,0.76,2.8,2.33,0.8,0.8
徳-407,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-568,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-608,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-631,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-728,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-860,6,戸建,木造,天井断熱,床断熱,0.45,0.52,1.02,0.53,0.76,3.49,2.82,0.32,0.32
徳-002,6,戸建,木造,天井断熱,床断熱,0.41,0.49,1.04,0.53,0.76,4.65,3.59,0.63,0.3
徳-151,6,戸建,木造,天井断熱,床断熱,0.41,0.35,0.92,0.53,0.76,2.33,1.99,0.29,0.19
徳-227,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.94,0.53,0.76,4.07,3.21,0.63,0.3
徳-606,6,戸建,木造,天井断熱,床断熱,0.41,0.49,0.94,0.53,0.76,4.65,3.59,0.63,0.3
徳-379,6,戸建,木造,天井断熱,床断熱,0.45,0.43,0.76,0.53,0.76,2.33,1.99,0.32,0.21
徳-554,6,戸建,木造,天井断熱,床断熱,0.45,0.43,0.76,0.53,0.76,2.33,1.99,0.32,0.21
徳-575,6,戸建,木造,天井断熱,床断熱,0.45,0.43,0.76,0.53,0.76,2.33,1.99,0.32,0.21
徳-972,6,戸建,木造,天井断熱,床断熱,0.45,0.43,0.76,0.53,0.76,2.33,1.99,0.32,0.21
徳-999,6,戸建,木造,天井断熱,床断熱,0.45,0.43,0.76,0.53,0.76,2.33,1.99,0.32,0.21
徳-365,6,戸建,木造,天井断熱,床断熱,0.43,0.52,0.77,0.53,0.76,4.07,3.21,0.32,0.21
徳-445,6,戸建,木造,天井断熱,床断熱,0.43,0.52,0.77,0.53,0.76,4.07,3.21,0.32,0.21
徳-586,6,戸建,木造,天井断熱,床断熱,0.43,0.52,0.77,0.53,0.76,4.07,3.21,0.32,0.21
徳-926,6,戸建,木造,天井断熱,床断熱,0.43,0.52,0.77,0.53,0.76,4.07,3.21,0.32,0.21
徳-925,6,戸建,木造,天井断熱,床断熱,0.43,0.52,0.77,0.53,0.76,4.07,3.21,0.32,0.21
徳-743,6,戸建,木造,天井断熱,基礎断熱,0.38,0.48,-,0.63,0.63,2.33,1.99,0.4,0.4
徳-853,6,戸建,木造,天井断熱,基礎断熱,0.38,0.48,-,0.56,0.56,2.33,1.99,0.4,0.4
徳-861,6,戸建,木造,天井断熱,基礎断熱,0.38,0.48,-,0.56,0.56,2.33,1.99,0.4,0.4
徳-878,6,戸建,木造,天井断熱,基礎断熱,0.38,0.48,-,0.56,0.56,2.33,1.99,0.4,0.4
徳-879,6,戸建,木造,天井断熱,基礎断熱,0.38,0.48,-,0.56,0.56,2.33,1.99,0.4,0.4
徳-230,6,戸建,木造,天井断熱,床断熱,0.26,0.47,0.49,0.53,0.76,2.33,1.99,0.51,0.3
徳-287,6,戸建,木造,天井断熱,床断熱,0.6,0.65,0.6,0.53,0.76,2.33,1.99,0.32,0.21
徳-718,6,戸建,木造,天井断熱,床断熱,0.41,0.44,0.78,0.53,0.76,2.33,1.99,0.51,0.3
徳-276,6,戸建,木造,屋根断熱,床断熱,0.44,0.79,0.69,0.53,0.76,1.3,1.18,0.6,0.6
徳-349,6,戸建,木造,屋根断熱,床断熱,0.44,0.79,0.69,0.53,0.76,1.3,1.18,0.6,0.6
徳-768,6,戸建,木造,屋根断熱,床断熱,0.44,0.79,0.69,0.53,0.76,1.9,1.66,0.29,0.29
徳-902,6,戸建,木造,屋根断熱,床断熱,0.44,0.56,0.81,0.53,0.76,1.3,1.18,0.6,0.6
徳-328,6,戸建,木造,屋根断熱,基礎断熱,0.21,0.54,-,0.5,0.5,2.11,1.82,0.32,0.32
徳-044,6,戸建,木造,天井断熱,床断熱,0.2,0.51,0.52,0.53,0.76,4.65,3.59,0.63,0.3
徳-087,6,戸建,木造,天井断熱,床断熱,0.27,0.51,0.66,0.53,0.76,4.65,3.59,0.63,0.3
徳-091,6,戸建,木造,天井断熱,床断熱,0.27,0.51,0.66,0.53,0.76,4.65,3.59,0.63,0.3
徳-742,6,戸建,木造,屋根断熱,床断熱,0.94,0.52,0.78,0.53,0.76,4.65,3.59,0.63,0.3
徳-815,6,戸建,木造,屋根断熱,床断熱,0.94,0.52,0.78,0.53,0.76,4.65,3.59,0.63,0.3
徳-921,6,戸建,木造,屋根断熱,床断熱,0.94,0.52,0.78,0.53,0.76,4.65,3.59,0.63,0.3
徳-060,6,戸建,木造,屋根断熱,床断熱,0.5,0.51,0.46,0.53,0.76,2.33,1.99,0.4,0.4
徳-267,6,戸建,木造,屋根断熱,床断熱,0.95,0.56,0.95,0.53,0.76,2.15,1.85,0.4,0.4
徳-438,6,戸建,木造,天井断熱,床断熱,0.45,0.5,0.95,0.53,0.76,2.33,1.99,0.51,0.3
徳-694,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.72,0.53,0.76,4.65,3.59,0.63,0.3
徳-877,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.72,0.53,0.76,4.65,3.59,0.63,0.3
徳-074,6,戸建,木造,天井断熱,床断熱,0.45,0.56,0.71,0.53,0.76,4.65,3.59,0.63,0.3
徳-180,6,戸建,木造,天井断熱,床断熱,0.45,0.56,0.71,0.53,0.76,4.65,3.59,0.63,0.3
徳-193,6,戸建,木造,桁上・桁間,床断熱,0.4,0.44,0.67,0.53,0.76,4.65,3.59,0.63,0.3
徳-897,6,戸建,木造,桁上・桁間,床断熱,0.4,0.44,0.67,0.53,0.76,4.65,3.59,0.63,0.3
徳-167,6,戸建,木造,天井断熱,床断熱,0.23,0.42,0.48,0.53,0.76,4.07,3.21,0.32,0.21
徳-247,6,戸建,木造,天井断熱,床断熱,0.23,0.51,0.48,0.53,0.76,4.07,3.21,0.32,0.21
徳-068,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.58,0.53,0.76,4.65,3.59,0.63,0.3
徳-150,6,戸建,木造,天井断熱,床断熱,0.45,0.52,0.58,0.53,0.76,4.65,3.59,0.63,0.3
徳-162,6,戸建,木造,天井断熱,床断熱,0.33,0.37,0.49,0.53,0.76,3.49,2.82,0.32,0.21
徳-035,6,戸建,木造,天井断熱,床断熱,0.35,0.44,0.75,0.53,0.76,4.65,3.59,0.63,0.3
